Gene1,Gene2,Confidence Score,Origin
AAEL015507,AAEL008071,0.144,fly
AAEL011983,AAEL004266,0.144,fly
AAEL006805,AAEL007051,0.144,fly
AAEL007344,AAEL005965,0.144,fly
AAEL009910,AAEL014487,0.144,fly
AAEL008461,AAEL009376,0.144,fly
AAEL014744,AAEL014070,0.144,fly
AAEL006814,AAEL007063,0.144,fly
AAEL011983,AAEL001371,0.144,fly
AAEL014611,AAEL007052,0.144,fly
AAEL006578,AAEL007211,0.144,fly
AAEL006805,AAEL007052,0.144,fly
AAEL002638,AAEL007060,0.144,fly
AAEL007148,AAEL013234,0.144,fly
AAEL003454,AAEL001832,0.144,fly
AAEL006795,AAEL014600,0.144,fly
AAEL000549,AAEL011184,0.144,fly
AAEL010328,AAEL014026,0.144,fly
AAEL006795,AAEL005827,0.144,fly
AAEL014744,AAEL012115,0.144,fly
AAEL008860,AAEL008232,0.144,yeast
AAEL015347,AAEL003809,0.144,yeast
AAEL011427,AAEL003808,0.144,yeast
AAEL012044,AAEL004308,0.144,yeast
AAEL003823,AAEL015592,0.144,yeast
AAEL003529,AAEL003809,0.144,yeast
AAEL014554,AAEL012044,0.144,yeast
AAEL013091,AAEL003809,0.144,yeast
AAEL011807,AAEL008232,0.144,yeast
AAEL001893,AAEL012044,0.144,yeast
AAEL003846,AAEL006271,0.144,yeast
AAEL009451,AAEL003818,0.144,yeast
AAEL011807,AAEL003808,0.144,yeast
AAEL015543,AAEL003808,0.144,yeast
AAEL011427,AAEL012044,0.144,yeast
AAEL012310,AAEL003808,0.144,yeast
AAEL012802,AAEL007126,0.144,yeast
AAEL011816,AAEL012044,0.144,yeast
AAEL001916,AAEL009772,0.144,yeast
AAEL008838,AAEL003808,0.144,yeast
AAEL009451,AAEL003851,0.144,yeast
AAEL005825,AAEL003863,0.144,yeast
AAEL010691,AAEL003877,0.144,yeast
AAEL003403,AAEL008232,0.144,yeast
AAEL010576,AAEL013249,0.144,yeast
AAEL011903,AAEL011411,0.144,yeast
AAEL011411,AAEL006922,0.144,yeast
AAEL011999,AAEL006271,0.144,yeast
AAEL011887,AAEL003809,0.144,yeast
AAEL003471,AAEL008232,0.144,yeast
AAEL009798,AAEL012044,0.144,yeast
AAEL008838,AAEL008232,0.144,yeast
AAEL013054,AAEL007126,0.144,yeast
AAEL008848,AAEL005567,0.144,yeast
AAEL003657,AAEL003808,0.144,yeast
AAEL013275,AAEL014711,0.144,yeast
AAEL012310,AAEL008232,0.144,yeast
AAEL011999,AAEL015592,0.144,yeast
AAEL003838,AAEL015592,0.144,yeast
AAEL000005,AAEL003809,0.144,yeast
AAEL013275,AAEL006469,0.144,yeast
AAEL001811,AAEL008232,0.144,yeast
AAEL005961,AAEL000832,0.144,yeast
AAEL008232,AAEL004308,0.144,yeast
AAEL011427,AAEL008232,0.144,yeast
AAEL013048,AAEL011411,0.144,yeast
AAEL003866,AAEL015592,0.144,yeast
AAEL009451,AAEL007005,0.144,yeast
AAEL003657,AAEL012044,0.144,yeast
AAEL012243,AAEL009685,0.144,yeast
AAEL013181,AAEL000950,0.144,yeast
AAEL014149,AAEL003808,0.144,yeast
AAEL007297,AAEL005114,0.144,yeast
AAEL003835,AAEL004288,0.144,yeast
AAEL011807,AAEL012044,0.144,yeast
AAEL009451,AAEL000494,0.144,yeast
AAEL001672,AAEL014262,0.144,yeast
AAEL006986,AAEL011411,0.144,yeast
AAEL000517,AAEL015592,0.144,yeast
AAEL002098,AAEL008787,0.144,yeast
AAEL001893,AAEL003808,0.144,yeast
AAEL009798,AAEL008232,0.144,yeast
AAEL011816,AAEL008232,0.144,yeast
AAEL003471,AAEL003808,0.144,yeast
AAEL008276,AAEL003809,0.144,yeast
AAEL003814,AAEL006271,0.144,yeast
AAEL009451,AAEL003862,0.144,yeast
AAEL008848,AAEL005799,0.144,yeast
AAEL010617,AAEL014548,0.144,yeast
AAEL003228,AAEL007883,0.144,yeast
AAEL003484,AAEL012903,0.144,yeast
AAEL010244,AAEL013249,0.144,yeast
AAEL013709,AAEL015592,0.144,yeast
AAEL012310,AAEL003809,0.144,yeast
AAEL010991,AAEL001672,0.144,yeast
AAEL011805,AAEL012903,0.144,yeast
AAEL011903,AAEL012903,0.144,yeast
AAEL008860,AAEL012044,0.144,yeast
AAEL013048,AAEL012903,0.144,yeast
AAEL008008,AAEL005163,0.144,yeast
AAEL000490,AAEL006271,0.144,yeast
AAEL007564,AAEL011411,0.144,yeast
AAEL003673,AAEL015592,0.144,yeast
AAEL003838,AAEL006271,0.144,yeast
AAEL011750,AAEL011679,0.144,yeast
AAEL003734,AAEL006946,0.144,yeast
AAEL010485,AAEL005567,0.144,yeast
AAEL010143,AAEL014414,0.144,yeast
AAEL009451,AAEL000525,0.144,yeast
AAEL008637,AAEL001872,0.144,yeast
AAEL001243,AAEL003809,0.144,yeast
AAEL003808,AAEL004308,0.144,yeast
AAEL000513,AAEL015592,0.144,yeast
AAEL010143,AAEL013359,0.144,yeast
AAEL001811,AAEL012044,0.144,yeast
AAEL009212,AAEL013249,0.144,yeast
AAEL010251,AAEL003687,0.144,yeast
AAEL012310,AAEL012044,0.144,yeast
AAEL013709,AAEL006271,0.144,yeast
AAEL000513,AAEL006271,0.144,yeast
AAEL014262,AAEL003706,0.144,yeast
AAEL003814,AAEL015592,0.144,yeast
AAEL015543,AAEL008232,0.144,yeast
AAEL000517,AAEL006271,0.144,yeast
AAEL000501,AAEL006271,0.144,yeast
AAEL009510,AAEL008338,0.144,yeast
AAEL001893,AAEL008232,0.144,yeast
AAEL011816,AAEL003808,0.144,yeast
AAEL012810,AAEL011411,0.144,yeast
AAEL011805,AAEL011411,0.144,yeast
AAEL008860,AAEL003808,0.144,yeast
AAEL000501,AAEL015592,0.144,yeast
AAEL006307,AAEL006040,0.144,yeast
AAEL003823,AAEL006271,0.144,yeast
AAEL012897,AAEL005744,0.144,yeast
AAEL001811,AAEL003808,0.144,yeast
AAEL010251,AAEL003706,0.144,yeast
AAEL015683,AAEL013675,0.144,yeast
AAEL003810,AAEL004368,0.144,yeast
AAEL005825,AAEL003833,0.144,yeast
AAEL009451,AAEL003826,0.144,yeast
AAEL009451,AAEL000497,0.144,yeast
AAEL014149,AAEL008232,0.144,yeast
AAEL000454,AAEL002332,0.144,yeast
AAEL010805,AAEL003809,0.144,yeast
AAEL001266,AAEL014548,0.144,yeast
AAEL004338,AAEL007297,0.144,yeast
AAEL013654,AAEL013249,0.144,yeast
AAEL005931,AAEL011837,0.144,yeast
AAEL003689,AAEL015592,0.144,yeast
AAEL003734,AAEL007135,0.144,yeast
AAEL014554,AAEL008232,0.144,yeast
AAEL003689,AAEL006271,0.144,yeast
AAEL001672,AAEL004686,0.144,yeast
AAEL014554,AAEL003808,0.144,yeast
AAEL009451,AAEL000518,0.144,yeast
AAEL007297,AAEL015263,0.144,yeast
AAEL003866,AAEL006271,0.144,yeast
AAEL009510,AAEL011679,0.144,yeast
AAEL001916,AAEL007484,0.144,yeast
AAEL004170,AAEL003809,0.144,yeast
AAEL003403,AAEL003808,0.144,yeast
AAEL003673,AAEL006271,0.144,yeast
AAEL011692,AAEL014548,0.144,yeast
AAEL001928,AAEL005356,0.144,yeast
AAEL000299,AAEL003809,0.144,yeast
AAEL015684,AAEL013675,0.144,yeast
AAEL003846,AAEL015592,0.144,yeast
AAEL009275,AAEL002709,0.144,yeast
AAEL006469,AAEL015182,0.144,yeast
AAEL007067,AAEL011288,0.144,yeast
AAEL008324,AAEL003809,0.144,yeast
AAEL004631,AAEL005356,0.144,yeast
AAEL007650,AAEL006977,0.144,yeast
AAEL006187,AAEL004686,0.144,yeast
AAEL014262,AAEL003687,0.144,yeast
AAEL013054,AAEL009080,0.144,yeast
AAEL003657,AAEL008232,0.144,yeast
AAEL008468,AAEL010159,0.144,yeast
AAEL007251,AAEL011411,0.144,yeast
AAEL013044,AAEL011411,0.144,yeast
AAEL000388,AAEL009160,0.144,yeast
AAEL011750,AAEL008338,0.144,yeast
AAEL000490,AAEL015592,0.144,yeast
AAEL006986,AAEL012903,0.144,yeast
AAEL003484,AAEL011411,0.144,yeast
AAEL009798,AAEL003808,0.144,yeast
AAEL006694,AAEL003809,0.144,yeast
AAEL001672,AAEL010251,0.144,yeast
AAEL011411,AAEL006474,0.144,yeast
AAEL004288,AAEL010900,0.144,yeast
AAEL008008,AAEL000388,0.144,yeast
AAEL015200,AAEL003789,0.143,fly
AAEL014613,AAEL014600,0.143,fly
AAEL009649,AAEL003193,0.143,fly
AAEL001162,AAEL001119,0.143,fly
AAEL014112,AAEL013531,0.143,fly
AAEL006289,AAEL005512,0.143,fly
AAEL006814,AAEL007070,0.143,fly
AAEL014647,AAEL009192,0.143,fly
AAEL002633,AAEL007060,0.143,fly
AAEL001119,AAEL012472,0.143,fly
AAEL006651,AAEL006369,0.143,fly
AAEL008285,AAEL008455,0.143,fly
AAEL003664,AAEL002184,0.143,fly
AAEL009509,AAEL005250,0.143,fly
AAEL014604,AAEL007063,0.143,fly
AAEL006363,AAEL006785,0.143,fly
AAEL008846,AAEL007060,0.143,fly
AAEL009795,AAEL008192,0.143,fly
AAEL001245,AAEL007825,0.143,fly
AAEL006346,AAEL000840,0.143,fly
AAEL007756,AAEL008000,0.143,fly
AAEL006802,AAEL014600,0.143,fly
AAEL014619,AAEL005827,0.143,fly
AAEL004182,AAEL011363,0.143,fly
AAEL011363,AAEL003885,0.143,fly
AAEL000836,AAEL008788,0.143,fly
AAEL014613,AAEL005827,0.143,fly
AAEL009892,AAEL011220,0.143,fly
AAEL003199,AAEL009747,0.143,fly
AAEL005723,AAEL013531,0.143,fly
AAEL002643,AAEL000500,0.143,fly
AAEL006651,AAEL010262,0.143,fly
AAEL014254,AAEL013531,0.143,fly
AAEL001555,AAEL000500,0.143,fly
AAEL002623,AAEL005798,0.143,fly
AAEL011643,AAEL005339,0.143,fly
AAEL014619,AAEL014600,0.143,fly
AAEL007250,AAEL005512,0.143,fly
AAEL009430,AAEL010068,0.143,fly
AAEL014155,AAEL001616,0.143,fly
AAEL006802,AAEL005827,0.143,fly
AAEL011363,AAEL007426,0.143,fly
AAEL008364,AAEL003634,0.143,fly
AAEL003687,AAEL013275,0.143,yeast
AAEL001951,AAEL003820,0.143,yeast
AAEL009275,AAEL014869,0.143,yeast
AAEL007564,AAEL012903,0.143,yeast
AAEL001632,AAEL013144,0.143,yeast
AAEL000794,AAEL006315,0.143,yeast
AAEL004616,AAEL003820,0.143,yeast
AAEL009216,AAEL006040,0.143,yeast
AAEL000980,AAEL012903,0.143,yeast
AAEL008232,AAEL009497,0.143,yeast
AAEL014149,AAEL012044,0.143,yeast
AAEL013054,AAEL007138,0.143,yeast
AAEL007244,AAEL009080,0.143,yeast
AAEL012310,AAEL004563,0.143,yeast
AAEL013767,AAEL008008,0.143,yeast
AAEL006469,AAEL003872,0.143,yeast
AAEL007251,AAEL012903,0.143,yeast
AAEL003810,AAEL001112,0.143,yeast
AAEL015684,AAEL004818,0.143,yeast
AAEL011060,AAEL011411,0.143,yeast
AAEL011750,AAEL007568,0.143,yeast
AAEL009725,AAEL012903,0.143,yeast
AAEL013044,AAEL012903,0.143,yeast
AAEL007244,AAEL007126,0.143,yeast
AAEL001673,AAEL003303,0.143,yeast
AAEL000980,AAEL011411,0.143,yeast
AAEL012388,AAEL013249,0.143,yeast
AAEL003403,AAEL012044,0.143,yeast
AAEL011411,AAEL009859,0.143,yeast
AAEL007257,AAEL011411,0.143,yeast
AAEL010827,AAEL008787,0.143,yeast
AAEL012044,AAEL004368,0.143,yeast
AAEL012802,AAEL007138,0.143,yeast
AAEL003810,AAEL004438,0.143,yeast
AAEL009725,AAEL011411,0.143,yeast
AAEL014554,AAEL003809,0.143,yeast
AAEL008838,AAEL012044,0.143,yeast
AAEL012044,AAEL009497,0.143,yeast
AAEL011411,AAEL008661,0.143,yeast
AAEL001872,AAEL007078,0.143,yeast
AAEL003833,AAEL004455,0.143,yeast
AAEL009357,AAEL006988,0.143,yeast
AAEL001640,AAEL013144,0.143,yeast
AAEL012903,AAEL006474,0.143,yeast
AAEL000292,AAEL012903,0.143,yeast
AAEL003810,AAEL013464,0.143,yeast
AAEL000454,AAEL009626,0.143,yeast
AAEL003833,AAEL006281,0.143,yeast
AAEL003808,AAEL004438,0.143,yeast
AAEL013054,AAEL012042,0.143,yeast
AAEL012810,AAEL012903,0.143,yeast
AAEL003471,AAEL012044,0.143,yeast
AAEL012903,AAEL009859,0.143,yeast
AAEL007864,AAEL011411,0.143,yeast
AAEL011903,AAEL009080,0.143,yeast
AAEL006603,AAEL011411,0.143,yeast
AAEL009275,AAEL012284,0.143,yeast
AAEL012903,AAEL006922,0.143,yeast
AAEL005744,AAEL010698,0.143,yeast
AAEL010884,AAEL009357,0.143,yeast
AAEL003734,AAEL005744,0.143,yeast
AAEL012903,AAEL007958,0.143,yeast
AAEL008232,AAEL004368,0.143,yeast
AAEL000454,AAEL002234,0.143,yeast
AAEL000794,AAEL001166,0.143,yeast
AAEL015592,AAEL010900,0.143,yeast
AAEL007257,AAEL012903,0.143,yeast
AAEL002399,AAEL011288,0.143,yeast
AAEL008166,AAEL011087,0.143,yeast
AAEL006040,AAEL001712,0.143,yeast
AAEL008166,AAEL014548,0.143,yeast
AAEL003657,AAEL003809,0.143,yeast
AAEL003808,AAEL009497,0.143,yeast
AAEL015683,AAEL004818,0.143,yeast
AAEL003863,AAEL006264,0.143,yeast
AAEL003810,AAEL009497,0.143,yeast
AAEL003863,AAEL006281,0.143,yeast
AAEL009772,AAEL014414,0.143,yeast
AAEL011411,AAEL007958,0.143,yeast
AAEL012897,AAEL011282,0.143,yeast
AAEL000794,AAEL002539,0.143,yeast
AAEL001667,AAEL013144,0.143,yeast
AAEL003863,AAEL004455,0.143,yeast
AAEL003833,AAEL006264,0.143,yeast
AAEL005799,AAEL013613,0.143,yeast
AAEL001526,AAEL011411,0.143,yeast
AAEL008232,AAEL004438,0.143,yeast
AAEL006040,AAEL000473,0.143,yeast
AAEL009798,AAEL003809,0.143,yeast
AAEL013275,AAEL013359,0.143,yeast
AAEL001893,AAEL003809,0.143,yeast
AAEL013181,AAEL011663,0.143,yeast
AAEL000292,AAEL011411,0.143,yeast
AAEL012903,AAEL006117,0.143,yeast
AAEL007864,AAEL012903,0.143,yeast
AAEL003809,AAEL004308,0.143,yeast
AAEL013275,AAEL014414,0.143,yeast
AAEL001526,AAEL012903,0.143,yeast
AAEL011411,AAEL006117,0.143,yeast
AAEL012802,AAEL012042,0.143,yeast
AAEL012903,AAEL008661,0.143,yeast
AAEL011750,AAEL002508,0.143,yeast
AAEL003808,AAEL004368,0.143,yeast
AAEL008848,AAEL015263,0.143,yeast
AAEL009772,AAEL013359,0.143,yeast
AAEL008848,AAEL005114,0.143,yeast
AAEL006986,AAEL009080,0.143,yeast
AAEL000261,AAEL003809,0.143,yeast
AAEL012802,AAEL009080,0.143,yeast
AAEL008467,AAEL009912,0.143,yeast
AAEL013134,AAEL014548,0.143,yeast
AAEL007135,AAEL008341,0.143,yeast
AAEL014718,AAEL006895,0.143,yeast
AAEL000454,AAEL010800,0.143,yeast
AAEL008468,AAEL005041,0.143,yeast
AAEL003706,AAEL013275,0.143,yeast
AAEL015543,AAEL012044,0.143,yeast
AAEL012035,AAEL003877,0.142,fly
AAEL015342,AAEL007426,0.142,fly
AAEL014617,AAEL005827,0.142,fly
AAEL006814,AAEL007052,0.142,fly
AAEL003393,AAEL003020,0.142,fly
AAEL003812,AAEL005664,0.142,fly
AAEL009649,AAEL007762,0.142,fly
AAEL014615,AAEL014600,0.142,fly
AAEL010605,AAEL006621,0.142,fly
AAEL004182,AAEL015342,0.142,fly
AAEL014604,AAEL007070,0.142,fly
AAEL002638,AAEL010442,0.142,fly
AAEL010052,AAEL003824,0.142,fly
AAEL007733,AAEL004004,0.142,fly
AAEL012621,AAEL000094,0.142,fly
AAEL009795,AAEL006544,0.142,fly
AAEL014609,AAEL014600,0.142,fly
AAEL014617,AAEL014600,0.142,fly
AAEL014708,AAEL008445,0.142,fly
AAEL012279,AAEL015467,0.142,fly
AAEL014607,AAEL014600,0.142,fly
AAEL014609,AAEL005827,0.142,fly
AAEL009795,AAEL000703,0.142,fly
AAEL006814,AAEL007051,0.142,fly
AAEL004607,AAEL000451,0.142,fly
AAEL015342,AAEL003885,0.142,fly
AAEL014616,AAEL005827,0.142,fly
AAEL004178,AAEL011191,0.142,fly
AAEL010585,AAEL011191,0.142,fly
AAEL014607,AAEL005827,0.142,fly
AAEL004607,AAEL014250,0.142,fly
AAEL003041,AAEL009240,0.142,fly
AAEL002827,AAEL003020,0.142,fly
AAEL014615,AAEL005827,0.142,fly
AAEL006795,AAEL007060,0.142,fly
AAEL014598,AAEL011591,0.142,fly
AAEL010449,AAEL011591,0.142,fly
AAEL014723,AAEL007450,0.142,fly
AAEL013676,AAEL007450,0.142,fly
AAEL004763,AAEL013546,0.142,fly
AAEL014616,AAEL014600,0.142,fly
AAEL015543,AAEL003809,0.142,yeast
AAEL001673,AAEL014843,0.142,yeast
AAEL000299,AAEL012903,0.142,yeast
AAEL007135,AAEL000794,0.142,yeast
AAEL000454,AAEL006040,0.142,yeast
AAEL006040,AAEL012331,0.142,yeast
AAEL014723,AAEL008787,0.142,yeast
AAEL012546,AAEL009859,0.142,yeast
AAEL015677,AAEL012035,0.142,yeast
AAEL007126,AAEL006117,0.142,yeast
AAEL015674,AAEL001712,0.142,yeast
AAEL000001,AAEL009457,0.142,yeast
AAEL005307,AAEL011750,0.142,yeast
AAEL015675,AAEL001712,0.142,yeast
AAEL000292,AAEL009080,0.142,yeast
AAEL012044,AAEL004438,0.142,yeast
AAEL015678,AAEL012035,0.142,yeast
AAEL000794,AAEL011758,0.142,yeast
AAEL010617,AAEL006040,0.142,yeast
AAEL009080,AAEL014414,0.142,yeast
AAEL007257,AAEL009080,0.142,yeast
AAEL014718,AAEL014414,0.142,yeast
AAEL008324,AAEL012903,0.142,yeast
AAEL005931,AAEL006899,0.142,yeast
AAEL011805,AAEL009080,0.142,yeast
AAEL015679,AAEL013249,0.142,yeast
AAEL012310,AAEL000270,0.142,yeast
AAEL012310,AAEL011411,0.142,yeast
AAEL003863,AAEL012095,0.142,yeast
AAEL006986,AAEL007126,0.142,yeast
AAEL012802,AAEL007136,0.142,yeast
AAEL006040,AAEL010897,0.142,yeast
AAEL011805,AAEL007126,0.142,yeast
AAEL007244,AAEL012042,0.142,yeast
AAEL001673,AAEL011704,0.142,yeast
AAEL007138,AAEL006474,0.142,yeast
AAEL013091,AAEL011411,0.142,yeast
AAEL006603,AAEL009080,0.142,yeast
AAEL001243,AAEL011411,0.142,yeast
AAEL015677,AAEL013249,0.142,yeast
AAEL015680,AAEL012035,0.142,yeast
AAEL002863,AAEL011411,0.142,yeast
AAEL014869,AAEL008787,0.142,yeast
AAEL015001,AAEL010048,0.142,yeast
AAEL012810,AAEL009080,0.142,yeast
AAEL001160,AAEL012903,0.142,yeast
AAEL001673,AAEL011708,0.142,yeast
AAEL010805,AAEL012903,0.142,yeast
AAEL010485,AAEL001424,0.142,yeast
AAEL008860,AAEL003809,0.142,yeast
AAEL006986,AAEL007138,0.142,yeast
AAEL014718,AAEL013359,0.142,yeast
AAEL007244,AAEL007138,0.142,yeast
AAEL011653,AAEL004132,0.142,yeast
AAEL003484,AAEL007138,0.142,yeast
AAEL011060,AAEL009080,0.142,yeast
AAEL013048,AAEL009080,0.142,yeast
AAEL013069,AAEL013676,0.142,yeast
AAEL012310,AAEL012903,0.142,yeast
AAEL006603,AAEL012903,0.142,yeast
AAEL001811,AAEL003809,0.142,yeast
AAEL007126,AAEL009859,0.142,yeast
AAEL007126,AAEL006474,0.142,yeast
AAEL000001,AAEL014414,0.142,yeast
AAEL008232,AAEL001112,0.142,yeast
AAEL012044,AAEL001112,0.142,yeast
AAEL003529,AAEL011411,0.142,yeast
AAEL015681,AAEL001712,0.142,yeast
AAEL013098,AAEL010048,0.142,yeast
AAEL011887,AAEL012903,0.142,yeast
AAEL007126,AAEL008661,0.142,yeast
AAEL004170,AAEL012903,0.142,yeast
AAEL000299,AAEL011411,0.142,yeast
AAEL003809,AAEL009497,0.142,yeast
AAEL011903,AAEL007138,0.142,yeast
AAEL008468,AAEL014915,0.142,yeast
AAEL003669,AAEL008166,0.142,yeast
AAEL008324,AAEL011411,0.142,yeast
AAEL015674,AAEL013249,0.142,yeast
AAEL013044,AAEL009080,0.142,yeast
AAEL015676,AAEL001712,0.142,yeast
AAEL011903,AAEL007126,0.142,yeast
AAEL007138,AAEL008661,0.142,yeast
AAEL011887,AAEL011411,0.142,yeast
AAEL002399,AAEL015594,0.142,yeast
AAEL003809,AAEL004438,0.142,yeast
AAEL015679,AAEL012035,0.142,yeast
AAEL007564,AAEL007126,0.142,yeast
AAEL015679,AAEL001712,0.142,yeast
AAEL007126,AAEL006922,0.142,yeast
AAEL002863,AAEL012903,0.142,yeast
AAEL015674,AAEL012035,0.142,yeast
AAEL009080,AAEL013359,0.142,yeast
AAEL006895,AAEL010900,0.142,yeast
AAEL004419,AAEL008341,0.142,yeast
AAEL006040,AAEL007263,0.142,yeast
AAEL015680,AAEL013249,0.142,yeast
AAEL013676,AAEL008787,0.142,yeast
AAEL013044,AAEL007126,0.142,yeast
AAEL015681,AAEL013249,0.142,yeast
AAEL003808,AAEL001112,0.142,yeast
AAEL001165,AAEL003810,0.142,yeast
AAEL004818,AAEL007718,0.142,yeast
AAEL000005,AAEL012903,0.142,yeast
AAEL003471,AAEL003809,0.142,yeast
AAEL015682,AAEL001712,0.142,yeast
AAEL010341,AAEL009839,0.142,yeast
AAEL013359,AAEL000758,0.142,yeast
AAEL012284,AAEL008787,0.142,yeast
AAEL013091,AAEL012903,0.142,yeast
AAEL003808,AAEL013464,0.142,yeast
AAEL000454,AAEL010748,0.142,yeast
AAEL001526,AAEL009080,0.142,yeast
AAEL006694,AAEL011411,0.142,yeast
AAEL003833,AAEL012095,0.142,yeast
AAEL015675,AAEL013249,0.142,yeast
AAEL007251,AAEL009080,0.142,yeast
AAEL003809,AAEL004368,0.142,yeast
AAEL001593,AAEL001112,0.142,yeast
AAEL007135,AAEL001421,0.142,yeast
AAEL012904,AAEL008787,0.142,yeast
AAEL009725,AAEL007126,0.142,yeast
AAEL012897,AAEL015182,0.142,yeast
AAEL007564,AAEL009080,0.142,yeast
AAEL008467,AAEL002789,0.142,yeast
AAEL000980,AAEL009080,0.142,yeast
AAEL003484,AAEL009080,0.142,yeast
AAEL001916,AAEL006721,0.142,yeast
AAEL008838,AAEL003809,0.142,yeast
AAEL000001,AAEL013359,0.142,yeast
AAEL015675,AAEL012035,0.142,yeast
AAEL014149,AAEL003809,0.142,yeast
AAEL013069,AAEL014723,0.142,yeast
AAEL000005,AAEL011411,0.142,yeast
AAEL011411,AAEL004308,0.142,yeast
AAEL014762,AAEL004474,0.142,yeast
AAEL011807,AAEL003809,0.142,yeast
AAEL011692,AAEL006040,0.142,yeast
AAEL007251,AAEL007126,0.142,yeast
AAEL003514,AAEL003661,0.142,yeast
AAEL015347,AAEL012903,0.142,yeast
AAEL011816,AAEL003809,0.142,yeast
AAEL015681,AAEL012035,0.142,yeast
AAEL007864,AAEL009080,0.142,yeast
AAEL004170,AAEL011411,0.142,yeast
AAEL015682,AAEL013249,0.142,yeast
AAEL006469,AAEL003039,0.142,yeast
AAEL015676,AAEL013249,0.142,yeast
AAEL015678,AAEL001712,0.142,yeast
AAEL003484,AAEL007126,0.142,yeast
AAEL004686,AAEL003877,0.142,yeast
AAEL013048,AAEL007126,0.142,yeast
AAEL009451,AAEL003820,0.142,yeast
AAEL009725,AAEL009080,0.142,yeast
AAEL015347,AAEL011411,0.142,yeast
AAEL013054,AAEL007136,0.142,yeast
AAEL015680,AAEL001712,0.142,yeast
AAEL014414,AAEL000758,0.142,yeast
AAEL010805,AAEL011411,0.142,yeast
AAEL007332,AAEL013334,0.142,yeast
AAEL001160,AAEL011411,0.142,yeast
AAEL001916,AAEL000758,0.142,yeast
AAEL003709,AAEL006928,0.142,yeast
AAEL015676,AAEL012035,0.142,yeast
AAEL008232,AAEL013464,0.142,yeast
AAEL011427,AAEL003809,0.142,yeast
AAEL015678,AAEL013249,0.142,yeast
AAEL015677,AAEL001712,0.142,yeast
AAEL015682,AAEL012035,0.142,yeast
AAEL012810,AAEL007126,0.142,yeast
AAEL000794,AAEL005173,0.142,yeast
AAEL003403,AAEL003809,0.142,yeast
AAEL011060,AAEL012903,0.142,yeast
AAEL004371,AAEL004120,0.141,fly
AAEL014549,AAEL010817,0.141,fly
AAEL003666,AAEL002192,0.141,fly
AAEL009014,AAEL008437,0.141,fly
AAEL009055,AAEL007609,0.141,fly
AAEL007474,AAEL002453,0.141,fly
AAEL008671,AAEL007952,0.141,fly
AAEL006057,AAEL002673,0.141,fly
AAEL014604,AAEL007051,0.141,fly
AAEL014603,AAEL014600,0.141,fly
AAEL006446,AAEL006993,0.141,fly
AAEL006567,AAEL002557,0.141,fly
AAEL014603,AAEL005827,0.141,fly
AAEL004338,AAEL002216,0.141,fly
AAEL008846,AAEL010442,0.141,fly
AAEL012427,AAEL006057,0.141,fly
AAEL010244,AAEL009467,0.141,fly
AAEL010978,AAEL003670,0.141,fly
AAEL014283,AAEL004307,0.141,fly
AAEL009958,AAEL011745,0.141,fly
AAEL003530,AAEL003829,0.141,fly
AAEL007252,AAEL003536,0.141,fly
AAEL004865,AAEL006530,0.141,fly
AAEL000417,AAEL013580,0.141,fly
AAEL000021,AAEL008140,0.141,fly
AAEL014604,AAEL007052,0.141,fly
AAEL013450,AAEL003812,0.141,fly
AAEL002942,AAEL008688,0.141,fly
AAEL015140,AAEL015274,0.141,fly
AAEL007474,AAEL002136,0.141,fly
AAEL002633,AAEL010442,0.141,fly
AAEL003530,AAEL010063,0.141,fly
AAEL002942,AAEL014195,0.141,fly
AAEL004371,AAEL003199,0.141,fly
AAEL008488,AAEL015274,0.141,fly
AAEL000291,AAEL008687,0.141,fly
AAEL006986,AAEL012042,0.141,yeast
AAEL010805,AAEL009080,0.141,yeast
AAEL001421,AAEL013359,0.141,yeast
AAEL011344,AAEL006860,0.141,yeast
AAEL015674,AAEL000473,0.141,yeast
AAEL014127,AAEL012122,0.141,yeast
AAEL007136,AAEL006474,0.141,yeast
AAEL013054,AAEL014968,0.141,yeast
AAEL012810,AAEL007138,0.141,yeast
AAEL003228,AAEL008467,0.141,yeast
AAEL007244,AAEL007136,0.141,yeast
AAEL003529,AAEL009080,0.141,yeast
AAEL003669,AAEL006469,0.141,yeast
AAEL015675,AAEL012331,0.141,yeast
AAEL012310,AAEL007126,0.141,yeast
AAEL011805,AAEL012042,0.141,yeast
AAEL000980,AAEL007138,0.141,yeast
AAEL001165,AAEL003808,0.141,yeast
AAEL006469,AAEL001731,0.141,yeast
AAEL011903,AAEL012042,0.141,yeast
AAEL001243,AAEL012903,0.141,yeast
AAEL013091,AAEL009080,0.141,yeast
AAEL003228,AAEL000758,0.141,yeast
AAEL012802,AAEL012894,0.141,yeast
AAEL007251,AAEL012042,0.141,yeast
AAEL004170,AAEL009080,0.141,yeast
AAEL000980,AAEL007126,0.141,yeast
AAEL015676,AAEL000473,0.141,yeast
AAEL011060,AAEL007126,0.141,yeast
AAEL015680,AAEL012331,0.141,yeast
AAEL001160,AAEL007126,0.141,yeast
AAEL015675,AAEL007263,0.141,yeast
AAEL003823,AAEL001266,0.141,yeast
AAEL013048,AAEL007138,0.141,yeast
AAEL015682,AAEL000473,0.141,yeast
AAEL000261,AAEL012903,0.141,yeast
AAEL003657,AAEL011411,0.141,yeast
AAEL000175,AAEL010341,0.141,yeast
AAEL009510,AAEL014741,0.141,yeast
