Gene1,Gene2,Confidence Score,Origin
AAEL000794,AAEL014359,0.377,yeast
AAEL001540,AAEL007946,0.377,yeast
AAEL010514,AAEL003673,0.377,yeast
AAEL006187,AAEL000404,0.377,yeast
AAEL009469,AAEL011793,0.377,yeast
AAEL011811,AAEL001037,0.377,yeast
AAEL010514,AAEL003866,0.377,yeast
AAEL002401,AAEL012419,0.377,yeast
AAEL010514,AAEL013709,0.377,yeast
AAEL002418,AAEL000687,0.377,yeast
AAEL003926,AAEL010143,0.377,yeast
AAEL005025,AAEL001716,0.377,yeast
AAEL013530,AAEL003877,0.377,yeast
AAEL001000,AAEL002294,0.377,yeast
AAEL005744,AAEL010248,0.377,yeast
AAEL000076,AAEL013688,0.377,yeast
AAEL009469,AAEL002976,0.377,yeast
AAEL004358,AAEL011832,0.377,yeast
AAEL004616,AAEL005201,0.377,yeast
AAEL003827,AAEL011425,0.377,yeast
AAEL003193,AAEL004282,0.377,yeast
AAEL011226,AAEL012407,0.377,yeast
AAEL004519,AAEL011467,0.377,yeast
AAEL010537,AAEL010537,0.377,yeast
AAEL005825,AAEL004853,0.377,yeast
AAEL001165,AAEL007197,0.377,yeast
AAEL010514,AAEL000517,0.377,yeast
AAEL006315,AAEL002789,0.377,yeast
AAEL006441,AAEL002508,0.377,yeast
AAEL010514,AAEL000490,0.377,yeast
AAEL010575,AAEL013688,0.377,yeast
AAEL003508,AAEL010677,0.377,yeast
AAEL015683,AAEL002800,0.377,yeast
AAEL010063,AAEL014704,0.377,yeast
AAEL014958,AAEL006446,0.377,yeast
AAEL009911,AAEL003810,0.377,yeast
AAEL011693,AAEL002068,0.377,yeast
AAEL003863,AAEL014037,0.377,yeast
AAEL010514,AAEL003838,0.377,yeast
AAEL011711,AAEL002261,0.377,yeast
AAEL010514,AAEL003846,0.377,yeast
AAEL007228,AAEL002851,0.377,yeast
AAEL010575,AAEL005628,0.377,yeast
AAEL010514,AAEL003814,0.377,yeast
AAEL000076,AAEL005628,0.377,yeast
AAEL008341,AAEL010080,0.377,yeast
AAEL010884,AAEL006040,0.377,yeast
AAEL010514,AAEL000501,0.377,yeast
AAEL015684,AAEL002800,0.377,yeast
AAEL004512,AAEL004493,0.377,yeast
AAEL000651,AAEL000647,0.377,yeast
AAEL002800,AAEL007289,0.377,yeast
AAEL005799,AAEL006437,0.377,yeast
AAEL006307,AAEL006129,0.377,yeast
AAEL005744,AAEL003293,0.377,yeast
AAEL013054,AAEL004933,0.377,yeast
AAEL013939,AAEL007153,0.377,yeast
AAEL010514,AAEL011999,0.377,yeast
AAEL003568,AAEL009293,0.377,yeast
AAEL010037,AAEL006788,0.377,yeast
AAEL012802,AAEL004933,0.377,yeast
AAEL012903,AAEL014159,0.377,yeast
AAEL006271,AAEL013528,0.377,yeast
AAEL000703,AAEL012341,0.377,yeast
AAEL010514,AAEL003689,0.377,yeast
AAEL001917,AAEL011827,0.377,yeast
AAEL005628,AAEL011832,0.377,yeast/fly
AAEL012436,AAEL003937,0.376,fly
AAEL001500,AAEL006621,0.376,fly
AAEL004371,AAEL011760,0.376,fly
AAEL011251,AAEL001360,0.376,fly
AAEL007202,AAEL014195,0.376,fly
AAEL012436,AAEL012752,0.376,fly
AAEL004338,AAEL009422,0.376,fly
AAEL007202,AAEL008688,0.376,fly
AAEL002055,AAEL001739,0.376,fly
AAEL013691,AAEL009747,0.376,fly
AAEL000572,AAEL009248,0.376,fly
AAEL003862,AAEL012980,0.376,yeast
AAEL008257,AAEL003706,0.376,yeast
AAEL011906,AAEL006158,0.376,yeast
AAEL009469,AAEL011745,0.376,yeast
AAEL003818,AAEL012980,0.376,yeast
AAEL011960,AAEL013249,0.376,yeast
AAEL002332,AAEL006315,0.376,yeast
AAEL012326,AAEL000758,0.376,yeast
AAEL014169,AAEL011817,0.376,yeast
AAEL000494,AAEL012980,0.376,yeast
AAEL012903,AAEL008154,0.376,yeast
AAEL011906,AAEL014856,0.376,yeast
AAEL014649,AAEL001716,0.376,yeast
AAEL007158,AAEL001540,0.376,yeast
AAEL000950,AAEL000422,0.376,yeast
AAEL013528,AAEL011196,0.376,yeast
AAEL000497,AAEL008078,0.376,yeast
AAEL003957,AAEL009309,0.376,yeast
AAEL007005,AAEL008078,0.376,yeast
AAEL005610,AAEL011958,0.376,yeast
AAEL001540,AAEL001061,0.376,yeast
AAEL004519,AAEL012350,0.376,yeast
AAEL005308,AAEL007033,0.376,yeast
AAEL005741,AAEL011527,0.376,yeast
AAEL003862,AAEL008078,0.376,yeast
AAEL003581,AAEL002108,0.376,yeast
AAEL008930,AAEL011288,0.376,yeast
AAEL008257,AAEL003687,0.376,yeast
AAEL003514,AAEL013249,0.376,yeast
AAEL010537,AAEL000678,0.376,yeast
AAEL007158,AAEL005041,0.376,yeast
AAEL010317,AAEL010248,0.376,yeast
AAEL000525,AAEL008078,0.376,yeast
AAEL012980,AAEL007639,0.376,yeast
AAEL000525,AAEL012980,0.376,yeast
AAEL004855,AAEL008154,0.376,yeast
AAEL000497,AAEL012980,0.376,yeast
AAEL010698,AAEL002764,0.376,yeast
AAEL000494,AAEL008078,0.376,yeast
AAEL003826,AAEL008078,0.376,yeast
AAEL004848,AAEL011817,0.376,yeast
AAEL003820,AAEL007521,0.376,yeast
AAEL003555,AAEL004364,0.376,yeast
AAEL012579,AAEL015010,0.376,yeast
AAEL014167,AAEL008445,0.376,yeast
AAEL012918,AAEL000703,0.376,yeast
AAEL002090,AAEL010651,0.376,yeast
AAEL007033,AAEL010682,0.376,yeast
AAEL012579,AAEL000321,0.376,yeast
AAEL003826,AAEL012980,0.376,yeast
AAEL000518,AAEL008078,0.376,yeast
AAEL007005,AAEL012980,0.376,yeast
AAEL000518,AAEL012980,0.376,yeast
AAEL004288,AAEL001131,0.376,yeast
AAEL009241,AAEL015464,0.376,yeast
AAEL003851,AAEL008078,0.376,yeast
AAEL007650,AAEL001712,0.376,yeast
AAEL002980,AAEL008445,0.376,yeast
AAEL006642,AAEL007820,0.376,yeast
AAEL003851,AAEL012980,0.376,yeast
AAEL003818,AAEL008078,0.376,yeast
AAEL012326,AAEL003193,0.376,yeast
AAEL012606,AAEL000549,0.375,fly
AAEL006655,AAEL010901,0.375,fly
AAEL002623,AAEL003927,0.375,fly
AAEL006073,AAEL003216,0.375,fly
AAEL007351,AAEL008000,0.375,fly
AAEL002369,AAEL004285,0.375,fly
AAEL002369,AAEL008510,0.375,fly
AAEL007148,AAEL004446,0.375,fly
AAEL007305,AAEL014554,0.375,fly
AAEL009458,AAEL004546,0.375,fly
AAEL002280,AAEL015163,0.375,fly
AAEL013028,AAEL012004,0.375,fly
AAEL006823,AAEL006823,0.375,fly
AAEL003754,AAEL004050,0.375,fly
AAEL003389,AAEL000081,0.375,fly
AAEL003973,AAEL006356,0.375,fly
AAEL013197,AAEL013139,0.375,fly
AAEL004841,AAEL005077,0.375,fly
AAEL001506,AAEL011172,0.375,fly
AAEL009934,AAEL009042,0.375,fly
AAEL008519,AAEL001721,0.375,fly
AAEL011466,AAEL006031,0.375,fly
AAEL001361,AAEL008391,0.375,fly
AAEL015202,AAEL012944,0.375,worm
AAEL004756,AAEL012944,0.375,worm
AAEL010809,AAEL011197,0.375,worm
AAEL010537,AAEL000647,0.375,yeast
AAEL000490,AAEL012147,0.375,yeast
AAEL000950,AAEL001080,0.375,yeast
AAEL000501,AAEL012147,0.375,yeast
AAEL005037,AAEL008459,0.375,yeast
AAEL002037,AAEL011692,0.375,yeast
AAEL006634,AAEL010387,0.375,yeast
AAEL009911,AAEL003808,0.375,yeast
AAEL009383,AAEL012069,0.375,yeast
AAEL006303,AAEL009345,0.375,yeast
AAEL000518,AAEL009579,0.375,yeast
AAEL007228,AAEL013229,0.375,yeast
AAEL003823,AAEL012147,0.375,yeast
AAEL014506,AAEL006315,0.375,yeast
AAEL002772,AAEL014709,0.375,yeast
AAEL007005,AAEL009579,0.375,yeast
AAEL015683,AAEL008572,0.375,yeast
AAEL003673,AAEL012147,0.375,yeast
AAEL003846,AAEL012147,0.375,yeast
AAEL014072,AAEL008517,0.375,yeast
AAEL001218,AAEL002331,0.375,yeast
AAEL007568,AAEL007951,0.375,yeast
AAEL002980,AAEL010588,0.375,yeast
AAEL002772,AAEL014494,0.375,yeast
AAEL001916,AAEL009685,0.375,yeast
AAEL007297,AAEL009320,0.375,yeast
AAEL004438,AAEL008459,0.375,yeast
AAEL014491,AAEL010900,0.375,yeast
AAEL011226,AAEL013368,0.375,yeast
AAEL000678,AAEL000678,0.375,yeast
AAEL003838,AAEL012147,0.375,yeast
AAEL010575,AAEL010030,0.375,yeast
AAEL000076,AAEL010030,0.375,yeast
AAEL009145,AAEL004134,0.375,yeast
AAEL014167,AAEL010588,0.375,yeast
AAEL007650,AAEL000473,0.375,yeast
AAEL008467,AAEL004933,0.375,yeast
AAEL000497,AAEL009579,0.375,yeast
AAEL000950,AAEL003367,0.375,yeast
AAEL003826,AAEL009579,0.375,yeast
AAEL015684,AAEL008572,0.375,yeast
AAEL000525,AAEL009579,0.375,yeast
AAEL006946,AAEL008187,0.375,yeast
AAEL011687,AAEL014540,0.375,yeast
AAEL010612,AAEL014540,0.375,yeast
AAEL003866,AAEL012147,0.375,yeast
AAEL011197,AAEL005719,0.375,yeast
AAEL000513,AAEL012147,0.375,yeast
AAEL007228,AAEL006642,0.375,yeast
AAEL013709,AAEL012147,0.375,yeast
AAEL009084,AAEL000641,0.375,yeast
AAEL011999,AAEL012147,0.375,yeast
AAEL002037,AAEL010617,0.375,yeast
AAEL003814,AAEL012147,0.375,yeast
AAEL000708,AAEL008572,0.375,yeast
AAEL003818,AAEL009579,0.375,yeast
AAEL004855,AAEL010640,0.375,yeast
AAEL003862,AAEL009579,0.375,yeast
AAEL003851,AAEL009579,0.375,yeast
AAEL000494,AAEL009579,0.375,yeast
AAEL000517,AAEL012147,0.375,yeast
AAEL013229,AAEL007820,0.375,yeast
AAEL007568,AAEL007962,0.375,yeast
AAEL015001,AAEL014831,0.375,yeast
AAEL007244,AAEL004933,0.375,yeast
AAEL003689,AAEL012147,0.375,yeast
AAEL009451,AAEL005201,0.375,yeast
AAEL009275,AAEL005719,0.375,yeast
AAEL003370,AAEL006925,0.375,yeast
AAEL009911,AAEL008232,0.375,yeast
AAEL000914,AAEL001704,0.374,fly
AAEL012753,AAEL011012,0.374,fly
AAEL015200,AAEL007684,0.374,fly
AAEL010605,AAEL012259,0.374,fly
AAEL012744,AAEL009672,0.374,fly
AAEL004755,AAEL001675,0.374,fly
AAEL004270,AAEL001340,0.374,fly
AAEL008871,AAEL001144,0.374,fly
AAEL004119,AAEL001144,0.374,fly
AAEL009672,AAEL001719,0.374,fly
AAEL000622,AAEL001144,0.374,fly
AAEL010068,AAEL003786,0.374,fly
AAEL004419,AAEL001244,0.374,fly
AAEL012166,AAEL003229,0.374,fly
AAEL006823,AAEL002658,0.374,fly
AAEL007742,AAEL014510,0.374,fly
AAEL014510,AAEL005699,0.374,fly
AAEL001454,AAEL015342,0.374,fly
AAEL003503,AAEL001144,0.374,fly
AAEL002658,AAEL002658,0.374,fly
AAEL010600,AAEL008755,0.374,fly
AAEL001144,AAEL005982,0.374,fly
AAEL004756,AAEL010716,0.374,worm
AAEL001548,AAEL000574,0.374,worm
AAEL007158,AAEL007639,0.374,yeast
AAEL015677,AAEL010827,0.374,yeast
AAEL005108,AAEL014548,0.374,yeast
AAEL001169,AAEL007718,0.374,yeast
AAEL013533,AAEL010008,0.374,yeast
AAEL000517,AAEL007158,0.374,yeast
AAEL001165,AAEL008371,0.374,yeast
AAEL005610,AAEL012035,0.374,yeast
AAEL003814,AAEL007158,0.374,yeast
AAEL001742,AAEL005114,0.374,yeast
AAEL011114,AAEL012343,0.374,yeast
AAEL008467,AAEL012359,0.374,yeast
AAEL009626,AAEL006315,0.374,yeast
AAEL014262,AAEL009808,0.374,yeast
AAEL009914,AAEL000241,0.374,yeast
AAEL013709,AAEL007158,0.374,yeast
AAEL013390,AAEL003591,0.374,yeast
AAEL000388,AAEL006271,0.374,yeast
AAEL006085,AAEL012147,0.374,yeast
AAEL000513,AAEL007158,0.374,yeast
AAEL015607,AAEL005355,0.374,yeast
AAEL011534,AAEL010588,0.374,yeast
AAEL015676,AAEL010827,0.374,yeast
AAEL003814,AAEL010821,0.374,yeast
AAEL000501,AAEL007158,0.374,yeast
AAEL008500,AAEL007936,0.374,yeast
AAEL001540,AAEL001071,0.374,yeast
AAEL013767,AAEL011196,0.374,yeast
AAEL013098,AAEL003968,0.374,yeast
AAEL015679,AAEL010827,0.374,yeast
AAEL006928,AAEL015438,0.374,yeast
AAEL000440,AAEL011135,0.374,yeast
AAEL013709,AAEL010821,0.374,yeast
AAEL003823,AAEL007158,0.374,yeast
AAEL011759,AAEL000794,0.374,yeast
AAEL015681,AAEL010827,0.374,yeast
AAEL011114,AAEL014218,0.374,yeast
AAEL010077,AAEL001931,0.374,yeast
AAEL009831,AAEL006040,0.374,yeast
AAEL011114,AAEL014917,0.374,yeast
AAEL015678,AAEL010827,0.374,yeast
AAEL015680,AAEL010827,0.374,yeast
AAEL014506,AAEL000583,0.374,yeast
AAEL003673,AAEL007158,0.374,yeast
AAEL000783,AAEL005355,0.374,yeast
AAEL000517,AAEL010821,0.374,yeast
AAEL006469,AAEL014002,0.374,yeast
AAEL000513,AAEL010821,0.374,yeast
AAEL003673,AAEL010821,0.374,yeast
AAEL008648,AAEL012082,0.374,yeast
AAEL011999,AAEL007158,0.374,yeast
AAEL003866,AAEL010821,0.374,yeast
AAEL003838,AAEL007158,0.374,yeast
AAEL003823,AAEL010821,0.374,yeast
AAEL007126,AAEL014159,0.374,yeast
AAEL000703,AAEL005262,0.374,yeast
AAEL010827,AAEL001037,0.374,yeast
AAEL005261,AAEL004052,0.374,yeast
AAEL010251,AAEL009808,0.374,yeast
AAEL003866,AAEL007158,0.374,yeast
AAEL001037,AAEL009309,0.374,yeast
AAEL010359,AAEL010698,0.374,yeast
AAEL015674,AAEL010827,0.374,yeast
AAEL015675,AAEL010827,0.374,yeast
AAEL009911,AAEL012044,0.374,yeast
AAEL000501,AAEL010821,0.374,yeast
AAEL003835,AAEL012359,0.374,yeast
AAEL010077,AAEL001942,0.374,yeast
AAEL003846,AAEL007158,0.374,yeast
AAEL007078,AAEL002395,0.374,yeast
AAEL006986,AAEL004933,0.374,yeast
AAEL003484,AAEL004933,0.374,yeast
AAEL000707,AAEL009914,0.374,yeast
AAEL011999,AAEL010821,0.374,yeast
AAEL000490,AAEL007158,0.374,yeast
AAEL005744,AAEL003469,0.374,yeast
AAEL008572,AAEL011255,0.374,yeast
AAEL003689,AAEL010821,0.374,yeast
AAEL015682,AAEL010827,0.374,yeast
AAEL011378,AAEL013463,0.374,yeast
AAEL011226,AAEL011274,0.374,yeast
AAEL003846,AAEL010821,0.374,yeast
AAEL003729,AAEL003193,0.374,yeast
AAEL011832,AAEL003367,0.374,yeast
AAEL013048,AAEL004933,0.374,yeast
AAEL011288,AAEL003183,0.374,yeast
AAEL010884,AAEL001616,0.374,yeast
AAEL003345,AAEL010691,0.374,yeast
AAEL010063,AAEL008108,0.374,yeast
AAEL000678,AAEL000647,0.374,yeast
AAEL003497,AAEL010387,0.374,yeast
AAEL014649,AAEL009073,0.374,yeast
AAEL011114,AAEL012349,0.374,yeast
AAEL011898,AAEL005262,0.374,yeast
AAEL003838,AAEL010821,0.374,yeast
AAEL003689,AAEL007158,0.374,yeast
AAEL001742,AAEL015263,0.374,yeast
AAEL011903,AAEL004933,0.374,yeast
AAEL007650,AAEL007263,0.374,yeast
AAEL000490,AAEL010821,0.374,yeast
AAEL009649,AAEL004942,0.374,yeast
AAEL008848,AAEL010330,0.374,yeast
AAEL009317,AAEL002851,0.373,fly
AAEL006309,AAEL008515,0.373,fly
AAEL006823,AAEL002669,0.373,fly
AAEL004704,AAEL012744,0.373,fly
AAEL015119,AAEL012545,0.373,fly
AAEL014333,AAEL002761,0.373,fly
AAEL003406,AAEL013939,0.373,worm
AAEL000359,AAEL013790,0.373,worm
AAEL000359,AAEL013560,0.373,worm
AAEL003406,AAEL009572,0.373,worm
AAEL007241,AAEL000359,0.373,worm
AAEL013212,AAEL013787,0.373,worm
AAEL000359,AAEL012733,0.373,worm
AAEL013044,AAEL004933,0.373,yeast
AAEL006833,AAEL005637,0.373,yeast
AAEL008081,AAEL011758,0.373,yeast
AAEL012326,AAEL010037,0.373,yeast
AAEL002748,AAEL003835,0.373,yeast
AAEL007564,AAEL004933,0.373,yeast
AAEL005830,AAEL007655,0.373,yeast
AAEL007958,AAEL005567,0.373,yeast
AAEL015450,AAEL002077,0.373,yeast
AAEL005364,AAEL001080,0.373,yeast
AAEL013693,AAEL011758,0.373,yeast
AAEL010800,AAEL006315,0.373,yeast
AAEL009273,AAEL010387,0.373,yeast
AAEL015464,AAEL009273,0.373,yeast
AAEL012980,AAEL004997,0.373,yeast
AAEL010612,AAEL010013,0.373,yeast
AAEL002688,AAEL012147,0.373,yeast
AAEL007126,AAEL008154,0.373,yeast
AAEL014051,AAEL011378,0.373,yeast
AAEL006946,AAEL014133,0.373,yeast
AAEL000647,AAEL000647,0.373,yeast
AAEL007138,AAEL014159,0.373,yeast
AAEL003581,AAEL012962,0.373,yeast
AAEL002102,AAEL006063,0.373,yeast
AAEL012271,AAEL003352,0.373,yeast
AAEL004519,AAEL014916,0.373,yeast
AAEL000394,AAEL006040,0.373,yeast
AAEL004519,AAEL011711,0.373,yeast
AAEL002098,AAEL003877,0.373,yeast
AAEL011197,AAEL003228,0.373,yeast
AAEL009497,AAEL001206,0.373,yeast
AAEL004519,AAEL012345,0.373,yeast
AAEL003497,AAEL009497,0.373,yeast
AAEL011778,AAEL014718,0.373,yeast
AAEL002234,AAEL006315,0.373,yeast
AAEL001616,AAEL001931,0.373,yeast
AAEL011902,AAEL005262,0.373,yeast
AAEL003664,AAEL014037,0.373,yeast
AAEL009838,AAEL013528,0.373,yeast
AAEL002789,AAEL009898,0.373,yeast
AAEL006271,AAEL014548,0.373,yeast
AAEL002108,AAEL013400,0.373,yeast
AAEL010037,AAEL008341,0.373,yeast
AAEL010317,AAEL014506,0.373,yeast
AAEL001616,AAEL001942,0.373,yeast
AAEL014042,AAEL011574,0.373,yeast
AAEL008371,AAEL008374,0.373,yeast
AAEL011226,AAEL013054,0.373,yeast
AAEL005931,AAEL006895,0.373,yeast
AAEL011687,AAEL010013,0.373,yeast
AAEL014932,AAEL003352,0.373,yeast
AAEL003716,AAEL002077,0.373,yeast
AAEL013390,AAEL010960,0.373,yeast
AAEL000703,AAEL003835,0.373,yeast
AAEL002399,AAEL005931,0.373,yeast
AAEL012810,AAEL004933,0.373,yeast
AAEL004519,AAEL009651,0.373,yeast
AAEL011805,AAEL004933,0.373,yeast
AAEL011650,AAEL010318,0.373,yeast
AAEL007251,AAEL004933,0.373,yeast
AAEL007650,AAEL012331,0.373,yeast
AAEL004519,AAEL015326,0.373,yeast
AAEL002658,AAEL002669,0.372,fly
AAEL000454,AAEL010354,0.372,fly
AAEL014570,AAEL006744,0.372,fly
AAEL013167,AAEL015434,0.372,fly
AAEL009496,AAEL013522,0.372,fly
AAEL012303,AAEL002761,0.372,fly
AAEL002904,AAEL005436,0.372,fly
AAEL010858,AAEL012752,0.372,fly
AAEL013826,AAEL014487,0.372,fly
AAEL005722,AAEL011394,0.372,fly
AAEL004415,AAEL011197,0.372,fly
AAEL010858,AAEL003937,0.372,fly
AAEL008152,AAEL012418,0.372,fly
AAEL011988,AAEL013888,0.372,fly
AAEL002767,AAEL005027,0.372,fly
AAEL008336,AAEL013612,0.372,fly
AAEL005138,AAEL000574,0.372,worm
AAEL012507,AAEL013787,0.372,worm
AAEL000517,AAEL006937,0.372,yeast
AAEL010787,AAEL012271,0.372,yeast
AAEL012951,AAEL010900,0.372,yeast
AAEL013390,AAEL003469,0.372,yeast
AAEL004455,AAEL004368,0.372,yeast
AAEL010748,AAEL006315,0.372,yeast
AAEL003814,AAEL006937,0.372,yeast
AAEL011226,AAEL012802,0.372,yeast
AAEL003634,AAEL009212,0.372,yeast
AAEL004519,AAEL014918,0.372,yeast
AAEL015441,AAEL004263,0.372,yeast
AAEL007864,AAEL004933,0.372,yeast
AAEL000513,AAEL006937,0.372,yeast
AAEL011114,AAEL014919,0.372,yeast
AAEL005355,AAEL008437,0.372,yeast
AAEL010514,AAEL005289,0.372,yeast
AAEL003689,AAEL006937,0.372,yeast
AAEL010341,AAEL015592,0.372,yeast
AAEL011650,AAEL010159,0.372,yeast
AAEL006833,AAEL008637,0.372,yeast
AAEL012042,AAEL014159,0.372,yeast
AAEL009285,AAEL011425,0.372,yeast
AAEL001715,AAEL008108,0.372,yeast
AAEL004818,AAEL010248,0.372,yeast
AAEL008572,AAEL010318,0.372,yeast
AAEL013054,AAEL012284,0.372,yeast
AAEL000501,AAEL006937,0.372,yeast
AAEL000794,AAEL002748,0.372,yeast
AAEL001742,AAEL004526,0.372,yeast
AAEL011518,AAEL003835,0.372,yeast
AAEL003706,AAEL013068,0.372,yeast
AAEL000490,AAEL006937,0.372,yeast
AAEL014187,AAEL006977,0.372,yeast
AAEL003687,AAEL013068,0.372,yeast
AAEL013709,AAEL006937,0.372,yeast
AAEL009285,AAEL014002,0.372,yeast
AAEL009911,AAEL003809,0.372,yeast
AAEL003906,AAEL013144,0.372,yeast
AAEL001000,AAEL001962,0.372,yeast
AAEL003634,AAEL010244,0.372,yeast
AAEL004519,AAEL002515,0.372,yeast
AAEL015441,AAEL001382,0.372,yeast
AAEL007650,AAEL010897,0.372,yeast
AAEL009725,AAEL004933,0.372,yeast
AAEL007138,AAEL008154,0.372,yeast
AAEL010640,AAEL009169,0.372,yeast
AAEL014904,AAEL013463,0.372,yeast
AAEL000980,AAEL004933,0.372,yeast
AAEL010787,AAEL014932,0.372,yeast
AAEL010698,AAEL004501,0.372,yeast
AAEL003846,AAEL006937,0.372,yeast
AAEL004364,AAEL014051,0.372,yeast
AAEL004855,AAEL005877,0.372,yeast
AAEL010827,AAEL004482,0.372,yeast
AAEL003228,AAEL010691,0.372,yeast
AAEL003838,AAEL006937,0.372,yeast
AAEL001526,AAEL004933,0.372,yeast
AAEL003634,AAEL010576,0.372,yeast
AAEL003866,AAEL006937,0.372,yeast
AAEL003634,AAEL013654,0.372,yeast
AAEL004519,AAEL012342,0.372,yeast
AAEL007257,AAEL004933,0.372,yeast
AAEL011711,AAEL006887,0.372,yeast
AAEL004364,AAEL011693,0.372,yeast
AAEL005307,AAEL005289,0.372,yeast
AAEL011226,AAEL002909,0.372,yeast
AAEL011255,AAEL004546,0.372,yeast
AAEL010087,AAEL000978,0.372,yeast
AAEL011999,AAEL006937,0.372,yeast
AAEL014548,AAEL011196,0.372,yeast
AAEL003673,AAEL006937,0.372,yeast
AAEL013054,AAEL014869,0.372,yeast
AAEL003823,AAEL006937,0.372,yeast
AAEL013098,AAEL003409,0.372,yeast
AAEL009651,AAEL006887,0.372,yeast
AAEL009579,AAEL013463,0.372,yeast
AAEL002669,AAEL002669,0.371,fly
AAEL001857,AAEL004842,0.371,fly
AAEL002940,AAEL003937,0.371,fly
AAEL009933,AAEL003493,0.371,fly
AAEL002940,AAEL012752,0.371,fly
AAEL009020,AAEL012166,0.371,fly
AAEL006355,AAEL008455,0.371,fly
AAEL005832,AAEL004873,0.371,fly
AAEL001586,AAEL000574,0.371,worm
AAEL002528,AAEL008852,0.371,yeast
AAEL004519,AAEL012344,0.371,yeast
AAEL011650,AAEL008517,0.371,yeast
AAEL010612,AAEL000241,0.371,yeast
AAEL000794,AAEL011518,0.371,yeast
AAEL015001,AAEL003968,0.371,yeast
AAEL005628,AAEL003367,0.371,yeast
AAEL000001,AAEL013466,0.371,yeast
AAEL007568,AAEL007964,0.371,yeast
AAEL003704,AAEL012147,0.371,yeast
AAEL007326,AAEL009905,0.371,yeast
AAEL012802,AAEL012284,0.371,yeast
AAEL005801,AAEL007573,0.371,yeast
AAEL003293,AAEL005262,0.371,yeast
AAEL011960,AAEL011832,0.371,yeast
AAEL000292,AAEL004933,0.371,yeast
AAEL011441,AAEL007950,0.371,yeast
AAEL002951,AAEL009460,0.371,yeast
AAEL003332,AAEL000677,0.371,yeast
AAEL010248,AAEL011960,0.371,yeast
AAEL000708,AAEL012851,0.371,yeast
AAEL001506,AAEL007573,0.371,yeast
AAEL005744,AAEL011876,0.371,yeast
AAEL010359,AAEL001588,0.371,yeast
AAEL006887,AAEL000046,0.371,yeast
AAEL000758,AAEL004351,0.371,yeast
AAEL001607,AAEL015084,0.371,yeast
AAEL011687,AAEL000241,0.371,yeast
AAEL011226,AAEL007244,0.371,yeast
AAEL006223,AAEL007297,0.371,yeast
AAEL011060,AAEL004933,0.371,yeast
AAEL004059,AAEL005728,0.371,yeast
AAEL006603,AAEL004933,0.371,yeast
AAEL004358,AAEL003099,0.371,yeast
AAEL006307,AAEL011017,0.371,yeast
AAEL006469,AAEL006925,0.371,yeast
AAEL006946,AAEL003054,0.371,yeast
AAEL011114,AAEL012199,0.371,yeast
AAEL001218,AAEL015438,0.371,yeast
AAEL013400,AAEL003706,0.371,yeast
AAEL009959,AAEL004288,0.371,yeast
AAEL004855,AAEL008467,0.371,yeast
AAEL013400,AAEL003687,0.371,yeast
AAEL012042,AAEL008154,0.371,yeast
AAEL002090,AAEL007132,0.371,yeast
AAEL009383,AAEL005025,0.371,yeast
AAEL004519,AAEL014920,0.371,yeast
AAEL004410,AAEL006640,0.371,yeast
AAEL005790,AAEL014865,0.371,yeast
AAEL010059,AAEL011742,0.371,yeast
AAEL010787,AAEL009309,0.371,yeast
AAEL005610,AAEL013054,0.371,yeast
AAEL009839,AAEL002551,0.371,yeast
AAEL001593,AAEL009618,0.371,yeast
AAEL007049,AAEL004308,0.371,yeast
AAEL008543,AAEL012996,0.371,yeast
AAEL012802,AAEL014869,0.371,yeast
AAEL004519,AAEL012341,0.371,yeast
AAEL000485,AAEL006902,0.37,fly
AAEL014564,AAEL002642,0.37,fly
AAEL010215,AAEL009029,0.37,fly
AAEL006902,AAEL011092,0.37,fly
AAEL010305,AAEL005376,0.37,fly
AAEL010246,AAEL008641,0.37,fly
AAEL013611,AAEL012752,0.37,fly
AAEL014408,AAEL005146,0.37,fly
AAEL009016,AAEL012166,0.37,fly
AAEL013611,AAEL003937,0.37,fly
AAEL001707,AAEL013539,0.37,fly
AAEL014244,AAEL000574,0.37,worm
AAEL014246,AAEL000574,0.37,worm
AAEL000518,AAEL012919,0.37,yeast
AAEL015347,AAEL004933,0.37,yeast
AAEL005610,AAEL012802,0.37,yeast
AAEL014742,AAEL013676,0.37,yeast
AAEL011687,AAEL014167,0.37,yeast
AAEL012897,AAEL007662,0.37,yeast
AAEL000299,AAEL004933,0.37,yeast
AAEL003514,AAEL003367,0.37,yeast
AAEL002863,AAEL004933,0.37,yeast
AAEL014072,AAEL012448,0.37,yeast
AAEL011687,AAEL002980,0.37,yeast
AAEL009510,AAEL010610,0.37,yeast
AAEL006307,AAEL005262,0.37,yeast
AAEL003514,AAEL013463,0.37,yeast
AAEL014577,AAEL001251,0.37,yeast
AAEL003634,AAEL012388,0.37,yeast
AAEL006307,AAEL001085,0.37,yeast
AAEL007326,AAEL015263,0.37,yeast
AAEL014742,AAEL014723,0.37,yeast
AAEL011693,AAEL012147,0.37,yeast
AAEL011441,AAEL012359,0.37,yeast
AAEL002399,AAEL001206,0.37,yeast
AAEL011793,AAEL015244,0.37,yeast
AAEL007136,AAEL014159,0.37,yeast
AAEL009808,AAEL005262,0.37,yeast
AAEL007949,AAEL005628,0.37,yeast
AAEL003820,AAEL008078,0.37,yeast
AAEL003851,AAEL012919,0.37,yeast
AAEL006532,AAEL006117,0.37,yeast
